Local_time,Unit,RunNumber,MWSEL,running_avg,running_std,rolling5_avg,rolling5_std,rolling5_min,rolling5_max,zscore,zscore5,zscore_norm,next_state,max_mwsel,min_mwsel,cycle_group,max_group,partial_drop,cycle_type
2026-01-05 14:45:00+00:00,U1,1,1.06,1.06,,1.06,,1.06,1.06,,,0,1.0,,,0,,,
2026-01-05 14:46:00+00:00,U1,1,2.99,2.0250000000000004,1.3647160876900366,2.0250000000000004,1.3647160876900366,1.06,2.99,0.7071067811865475,0.7071067811865475,1,1.0,,,0,,,
2026-01-05 14:47:00+00:00,U1,1,4.59,2.8800000000000003,1.76756895197896,2.8800000000000003,1.76756895197896,1.06,4.59,0.9674304349403137,0.9674304349403137,1,1.0,,,0,,,
2026-01-05 14:48:00+00:00,U1,1,5.98,3.6550000000000002,2.117868425248997,3.6550000000000002,2.117868425248997,1.06,5.98,1.0978019088823474,1.0978019088823474,1,1.0,,,0,,,
2026-01-05 14:49:00+00:00,U1,1,6.72,4.268,2.289731425298609,4.268,2.289731425298609,1.06,6.72,1.070867951109257,1.070867951109257,1,1.0,,,0,,,
2026-01-05 14:50:00+00:00,U1,1,7.45,4.798333333333333,2.425245692021051,4.798333333333333,2.425245692021051,1.06,7.45,1.093360015189608,1.093360015189608,1,1.0,,,0,,,
2026-01-05 14:51:00+00:00,U1,1,8.04,5.261428571428572,2.5303585290852135,5.961666666666667,1.8879768713272598,2.99,8.04,0.8213592301027398,1.1008256323989025,1,1.0,,,0,,,
2026-01-05 14:52:00+00:00,U1,1,9.84,5.83375,2.847534961531264,7.103333333333333,1.800696161673776,4.59,9.84,0.9610651681674254,1.5197825845993316,1,1.0,,,0,,,
2026-01-05 14:53:00+00:00,U1,1,11.24,6.434444444444444,3.2159606306324364,8.211666666666668,1.9817811853649918,5.98,11.24,0.9416574644876153,1.5280866301975682,1,1.0,,,0,,,
2026-01-05 14:54:00+00:00,U1,1,12.8,7.071000000000001,3.639406087078861,9.348333333333334,2.36464303155184,6.72,12.8,0.9484148193633203,1.4596988300603866,1,1.0,,,0,,,
2026-01-05 14:55:00+00:00,U1,1,13.33,7.640000000000001,3.9347325194986253,10.450000000000001,2.4339761707954355,7.45,13.33,0.7319430191831634,1.1832490533622606,1,1.0,,,0,,,
2026-01-05 14:56:00+00:00,U1,1,15.29,8.2775,4.353335450600441,11.756666666666666,2.6000974340717846,8.04,15.29,0.8116381963733101,1.3589234338038207,1,1.0,,,0,,,
2026-01-05 14:57:00+00:00,U1,1,17.04,8.951538461538462,4.824779521998641,13.256666666666666,2.62307199037058,9.84,17.04,0.7841463669133851,1.4423292030192563,1,1.0,,,0,,,
2026-01-05 14:58:00+00:00,U1,1,17.85,9.587142857142856,5.209965936063791,14.591666666666667,2.574268180797541,11.24,17.85,0.6254039610468269,1.2657318913540165,1,1.0,,,0,,,
2026-01-05 14:59:00+00:00,U1,1,18.63,10.19,5.5368273535353385,15.823333333333332,2.4127467058658847,12.8,18.63,0.5069088283698375,1.163266189460784,1,1.0,,,0,,,
2026-01-05 15:00:00+00:00,U1,1,17.85,10.66875,5.681541897525118,16.665000000000003,1.9911378656436654,13.33,18.63,0.20857014193914244,0.595137092436806,1,-1.0,18.63,,1,18.63,,
2026-01-05 15:01:00+00:00,U1,1,16.9,11.035294117647059,5.704949734273583,17.26,1.1516944039110426,15.29,18.63,-0.06310309762016547,-0.31258292024123574,-1,-1.0,,,1,18.63,,
2026-01-05 15:02:00+00:00,U1,1,15.61,11.289444444444445,5.6386715918079,17.313333333333333,1.0446562433004831,15.61,18.63,-0.30208060632720796,-1.6305204168902758,-1,-1.0,,,1,18.63,,
2026-01-05 15:03:00+00:00,U1,1,14.46,11.456315789473683,5.527867994209296,16.883333333333336,1.575686093949769,14.46,18.63,-0.43838480511327194,-1.5379543823089605,-1,-1.0,,,1,18.63,,
2026-01-05 15:04:00+00:00,U1,1,13.52,11.5595,5.400183695705954,16.161666666666665,1.9832641444514358,13.52,18.63,-0.48918089004402404,-1.3319792394055214,-1,-1.0,,,1,18.63,,
2026-01-05 15:05:00+00:00,U1,1,12.11,11.585714285714285,5.264818678196402,15.075000000000001,2.140324741715618,12.11,17.85,-0.5631722916269052,-1.3853038009658991,-1,-1.0,,,1,18.63,,
2026-01-05 15:06:00+00:00,U1,1,11.4,11.577272727272726,5.138089492833268,14.0,2.086921177236944,11.4,16.9,-0.5060246622069434,-1.245854433008517,-1,-1.0,,,1,18.63,,
2026-01-05 15:07:00+00:00,U1,1,10.46,11.528695652173914,5.025359602101603,12.926666666666668,1.9486166033026378,10.46,15.61,-0.49084381257713533,-1.2658553060083781,-1,-1.0,,,1,18.63,,
2026-01-05 15:08:00+00:00,U1,1,9.41,11.440416666666666,4.933889443049153,11.893333333333333,1.8839072871738467,9.41,14.46,-0.5033216414753363,-1.318182349121181,-1,-1.0,,,1,18.63,,
2026-01-05 15:09:00+00:00,U1,1,8.23,11.312000000000001,4.8724976483661155,10.854999999999999,1.903100102464415,8.23,13.52,-0.5387380742770054,-1.3793283898207775,-1,-1.0,,,1,18.63,,
2026-01-05 15:10:00+00:00,U1,1,6.55,11.128846153846155,4.864541357146079,9.693333333333333,2.070890307734031,6.55,12.11,-0.6461725993378046,-1.51786568394961,-1,-1.0,,,1,18.63,,
2026-01-05 15:11:00+00:00,U1,1,5.75,10.92962962962963,4.881103659468105,8.633333333333335,2.209567076752087,5.75,11.4,-0.5907133989544348,-1.3049313431894713,-1,-1.0,,,1,18.63,,
2026-01-05 15:12:00+00:00,U1,1,4.48,10.699285714285713,4.942508681175184,7.48,2.2814732082582316,4.48,10.46,-0.6069792070221893,-1.3149398332362274,-1,-1.0,,,1,18.63,,
2026-01-05 15:13:00+00:00,U1,1,3.09,10.43689655172414,5.054952383164366,6.251666666666668,2.3394222933593647,3.09,9.41,-0.6254592381911788,-1.3514732571546868,-1,-1.0,,,1,18.63,,
2026-01-05 15:14:00+00:00,U1,1,2.52,10.173,5.1730709548051115,5.103333333333333,2.1634571099670086,2.52,8.23,-0.4993809974583378,-1.1940765182873105,-1,-1.0,,,1,18.63,,
2026-01-05 15:15:00+00:00,U1,1,3.93,9.971612903225807,5.208253127984592,4.386666666666667,1.5441329821834673,2.52,6.55,-0.08768135024254865,-0.29574309462707105,-1,1.0,,2.52,1,18.63,,
2026-01-05 15:16:00+00:00,U1,1,4.69,9.8065625,5.207936628978084,4.076666666666667,1.1625087813289032,2.52,5.75,0.11776897013696637,0.5275945809477767,1,1.0,,,1,18.63,,
2026-01-05 15:17:00+00:00,U1,1,5.28,9.669393939393938,5.186128095333947,3.9983333333333335,1.0361740523033824,2.52,5.28,0.24713363092974994,1.2369221790659222,1,1.0,,,1,18.63,,
